male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,right2012,right2016
1,35,12,0,2,1,NA,0,0,0.25,0,0,NA
0,NA,10,1,NA,1,0,0,0,1,1,0,1
1,52,10,0,5,1,1,0,0,1,1,0,0
0,33,14,0,1,1,1,1,0,0.25,1,0,0
0,78,11,0,7,1,1,0,0,1,1,0,0
0,42,12,0,7,0,NA,0,0,0,1,1,NA
0,18,9,0,4,NA,1,0,1,0.25,0.5,NA,0
1,60,10,0,4,NA,NA,0,0,0.5,1,NA,NA
0,58,9,0,6,1,0,0,1,1,1,0,1
1,29,12,0,0,1,1,0,0,0,1,0,0
1,29,9,1,2,1,NA,0,0,0.5,1,0,NA
1,49,13,0,8,0,0,0,1,1,0,1,1
0,25,13,1,5,0,0,0,0,0.5,0.5,1,1
1,36,10,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,35,14,0,0,1,1,0,0,1,1,0,0
1,52,9,0,5,0,NA,1,0,0.5,0.5,1,NA
0,53,NA,1,10,NA,0,0,0,1,0,NA,1
0,32,14,0,4,1,1,0,0,0,1,0,0
0,22,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,35,12,0,2,1,1,0,0,0.5,1,0,0
1,64,11,0,3,1,1,0,0,0.5,1,0,0
0,66,9,0,5,1,1,0,0,0.5,1,0,0
1,58,13,0,6,0,0,0,0,0.5,0.5,1,1
0,31,13,0,6,1,1,0,0,0.5,1,0,0
0,65,9,0,9,1,1,0,0,0.5,1,0,0
0,72,16,0,5,1,NA,0,0,0.75,0.5,0,NA
0,51,14,0,2,1,1,1,0,0.5,1,0,0
0,45,10,0,3,1,1,0,0,0.5,0.5,0,0
1,51,12,0,4,1,1,0,0,0.25,0.5,0,0
1,30,13,0,7,0,NA,0,0,1,0.5,1,NA
1,61,14,0,8,0,0,0,0,0.5,0.5,1,1
1,42,13,0,1,NA,NA,0,0,1,0.5,NA,NA
0,28,13,0,10,0,0,0,0,1,0.5,1,1
0,69,9,0,9,0,0,0,0,1,1,1,1
1,45,14,0,7,NA,NA,0,0,0.75,0.5,NA,NA
0,87,16,0,2,1,1,0,0,0.25,1,0,0
0,48,10,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,74,9,0,6,1,1,0,0,0.5,0.5,0,0
0,35,10,0,6,0,0,0,0,0.5,1,1,1
0,56,9,0,6,1,NA,1,0,0.5,1,0,NA
1,50,16,1,2,NA,1,0,0,0.5,1,NA,0
0,67,10,0,9,0,0,0,0,1,1,1,1
1,39,9,0,7,NA,NA,0,0,0.75,1,NA,NA
1,36,13,0,5,1,1,0,0,0.5,0.5,0,0
0,56,13,0,NA,1,0,0,0,1,1,0,1
1,NA,11,0,6,0,NA,0,1,1,0.5,1,NA
1,19,10,0,9,NA,NA,0,0,0.75,0.5,NA,NA
1,57,13,0,6,0,0,1,0,0.75,0.5,1,1
1,48,10,0,5,1,0,0,0,1,1,0,1
0,37,12,0,5,0,0,0,0,1,1,1,1
1,58,14,0,8,1,1,0,0,0,1,0,0
1,22,13,0,3,1,1,0,0,0.25,1,0,0
1,24,13,0,5,NA,NA,0,0,1,0,NA,NA
0,51,10,0,9,NA,NA,1,0,0.5,1,NA,NA
0,60,12,0,8,0,0,1,0,0.5,0.5,1,1
0,NA,14,0,2,NA,1,1,0,0.25,0.5,NA,0
0,27,14,0,6,0,NA,0,0,0.25,0.5,1,NA
0,54,16,0,1,1,1,0,0,0,1,0,0
0,40,16,0,2,1,1,0,0,0,1,0,0
1,68,13,0,7,NA,0,0,0,0.75,0.5,NA,1
0,35,9,0,7,1,1,0,0,1,1,0,0
0,42,10,0,6,1,NA,1,0,1,1,0,NA
1,65,14,0,0,1,1,0,0,0,0.5,0,0
1,66,10,0,9,1,1,0,0,0.25,1,0,0
0,50,9,0,NA,1,1,0,0,0.75,1,0,0
0,NA,14,0,5,1,1,1,0,0.5,0.5,0,0
0,90,8,0,8,NA,1,1,0,0.25,1,NA,0
1,32,13,0,4,NA,NA,0,0,0.75,0,NA,NA
1,33,14,0,6,NA,NA,0,0,0.25,0.5,NA,NA
0,25,13,0,4,1,NA,1,0,0.25,1,0,NA
0,48,14,0,1,1,1,0,0,0.25,0.5,0,0
0,31,13,0,4,NA,0,0,0,0.75,0.5,NA,1
1,41,9,0,8,NA,0,0,0,1,0.5,NA,1
1,84,10,0,NA,0,NA,0,0,0.5,1,1,NA
0,32,12,0,5,0,0,0,0,1,1,1,1
1,25,12,0,3,1,0,0,0,0.25,1,0,1
1,57,14,0,2,1,1,1,0,0.5,0.5,0,0
1,19,9,0,5,NA,0,0,1,1,0,NA,1
0,32,14,0,8,1,NA,0,0,0.25,1,0,NA
1,56,10,0,8,1,0,0,0,1,1,0,1
1,50,12,0,6,1,1,0,0,0.75,1,0,0
0,NA,11,0,3,NA,NA,0,0,1,1,NA,NA
0,53,10,0,4,1,1,0,0,0.5,0.5,0,0
0,48,9,0,7,NA,0,1,0,1,0.5,NA,1
1,25,9,0,5,1,NA,0,0,0.5,0.5,0,NA
1,77,9,0,6,0,0,0,0,0.25,1,1,1
0,19,9,0,10,1,NA,0,1,0,0.5,0,NA
0,82,14,0,8,0,0,1,0,1,1,1,1
0,42,11,0,5,NA,0,1,0,0.5,0.5,NA,1
1,22,13,1,4,NA,NA,0,0,0.25,0,NA,NA
0,39,13,0,6,0,NA,0,0,1,1,1,NA
0,35,10,0,10,1,NA,0,0,1,1,0,NA
1,58,12,0,8,0,0,0,0,1,0.5,1,1
1,32,12,0,3,1,1,0,0,0.25,1,0,0
0,36,13,0,7,0,0,0,0,0.25,0.5,1,1
0,29,9,0,5,NA,NA,0,0,0.5,1,NA,NA
1,68,16,0,9,0,0,1,0,0.75,0.5,1,1
0,67,14,1,8,1,1,0,0,0.75,0.5,0,0
0,79,13,0,4,1,1,1,0,0.25,0.5,0,0
1,59,13,0,10,0,0,0,0,1,1,1,1
1,61,14,0,6,1,0,0,0,0.5,0.5,0,1
1,48,16,0,5,1,1,1,0,0.5,1,0,0
1,54,13,0,5,1,1,0,0,0.5,1,0,0
0,80,10,0,5,0,0,0,0,1,1,1,1
0,30,13,0,2,1,1,0,0,0,0.5,0,0
0,90,6,0,5,1,1,1,0,0.5,0.5,0,0
1,37,9,0,NA,1,1,0,0,0.5,1,0,0
1,49,10,0,8,0,0,0,0,0.75,0.5,1,1
1,29,9,0,5,1,NA,0,0,0.25,1,0,NA
0,59,10,0,5,1,1,0,0,0.5,1,0,0
1,38,10,0,5,1,1,0,0,0,1,0,0
0,47,13,0,7,1,NA,0,0,0.75,0.5,0,NA
1,82,11,0,8,0,0,0,1,1,0.5,1,1
1,67,10,0,10,1,1,0,0,0,1,0,0
0,43,8,1,5,NA,NA,1,0,0.5,1,NA,NA
0,57,10,0,NA,1,NA,0,0,0.75,1,0,NA
0,41,13,0,2,1,1,0,0,0.5,1,0,0
0,61,9,0,10,0,0,0,0,1,0.5,1,1
1,65,16,0,8,0,0,0,0,1,0.5,1,1
0,64,9,0,9,0,0,0,0,1,1,1,1
0,27,16,0,2,1,1,0,0,0.25,0.5,0,0
0,64,13,0,7,0,0,1,0,0.5,1,1,1
0,21,10,0,6,NA,1,0,0,0.75,1,NA,0
0,70,13,0,4,NA,NA,0,0,0.25,0.5,NA,NA
1,65,13,0,4,1,1,0,0,0.5,1,0,0
1,64,13,0,3,1,1,1,0,0.75,1,0,0
1,76,14,0,9,0,0,0,0,0.25,0.5,1,1
0,25,10,0,4,1,1,0,0,0.5,0.5,0,0
0,90,13,0,5,0,NA,1,0,0.5,1,1,NA
1,64,11,0,7,1,1,0,0,0.25,1,0,0
0,69,13,0,8,0,NA,0,0,1,1,1,NA
0,41,13,0,3,1,1,1,0,0.25,0.5,0,0
1,25,10,0,7,0,0,0,0,1,0.5,1,1
1,31,11,0,3,NA,NA,0,0,0.5,0.5,NA,NA
0,76,10,1,5,1,0,0,0,0.75,1,0,1
1,70,12,0,3,1,1,0,0,0.5,1,0,0
1,37,12,0,7,NA,NA,0,0,0.75,1,NA,NA
1,65,NA,0,5,1,NA,0,0,0.5,1,0,NA
1,38,13,0,5,0,0,0,0,0.75,0.5,1,1
0,69,12,0,10,0,0,0,1,1,1,1,1
1,34,13,0,5,NA,1,1,0,0.5,0.5,NA,0
1,59,11,0,10,0,0,0,0,1,1,1,1
0,28,9,1,4,0,0,0,0,1,1,1,1
1,56,13,1,2,1,NA,1,0,0.25,1,0,NA
1,34,9,0,6,NA,1,0,0,0.5,0.5,NA,0
0,54,13,0,8,0,0,0,1,1,1,1,1
0,52,11,0,8,0,0,0,0,1,1,1,1
1,55,13,0,5,NA,1,0,0,0.5,1,NA,0
1,64,9,0,0,1,1,1,0,0.25,1,0,0
0,29,14,0,3,1,1,0,0,0.5,0.5,0,0
0,66,13,0,5,1,1,0,0,0,1,0,0
1,71,10,0,4,1,1,1,0,0.75,1,0,0
0,81,9,0,5,1,1,0,0,0.5,1,0,0
1,53,11,0,3,0,0,0,0,0.75,0.5,1,1
0,22,9,0,10,1,1,0,0,0,1,0,0
1,78,10,0,4,1,NA,0,0,0.5,0.5,0,NA
1,54,13,0,7,NA,0,0,0,0.5,0.5,NA,1
1,64,13,0,4,0,0,0,0,1,1,1,1
1,34,13,0,0,1,1,0,0,0.5,1,0,0
0,30,16,0,5,0,NA,0,0,0.5,0,1,NA
0,71,9,0,8,0,0,0,0,0.75,1,1,1
0,20,10,0,8,NA,1,0,0,0.75,1,NA,0
0,55,8,0,10,1,1,1,0,1,0.5,0,0
1,67,10,0,8,0,0,0,1,1,1,1,1
0,63,9,0,5,1,NA,0,0,0.75,1,0,NA
0,55,10,0,3,1,1,0,1,0.5,0.5,0,0
0,62,7,0,5,NA,0,0,0,1,1,NA,1
1,26,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,83,14,0,2,1,1,1,0,0,1,0,0
0,46,9,0,9,1,1,0,0,0.5,1,0,0
0,61,10,0,5,NA,NA,0,0,0.75,1,NA,NA
0,63,13,0,10,0,0,1,0,0.75,1,1,1
0,44,12,0,9,0,0,0,0,0.5,1,1,1
0,63,9,0,4,0,1,0,0,0.75,0.5,1,0
0,36,14,0,5,1,NA,0,0,1,1,0,NA
0,54,13,0,8,0,0,1,0,0.75,0.5,1,1
1,64,10,0,4,1,0,0,0,0.75,1,0,1
1,85,13,0,3,0,0,0,0,0.5,0,1,1
1,65,12,0,9,0,0,1,0,0.75,0.5,1,1
1,30,13,0,0,1,1,1,0,0.25,1,0,0
0,54,16,0,5,1,1,0,0,1,1,0,0
1,33,15,0,1,NA,1,0,0,0.25,0.5,NA,0
0,67,10,0,5,0,0,1,0,1,1,1,1
0,20,8,1,0,NA,1,0,0,0,1,NA,0
0,56,13,0,10,NA,NA,0,0,0.5,1,NA,NA
1,57,9,0,5,0,0,0,0,0.5,0.5,1,1
1,76,10,0,10,NA,NA,0,0,0.75,1,NA,NA
1,64,14,0,8,1,1,0,0,0,1,0,0
0,42,13,0,5,1,1,0,0,0,1,0,0
0,35,14,0,1,NA,NA,0,0,0.5,1,NA,NA
1,29,8,0,8,NA,0,0,0,1,0,NA,1
0,62,10,0,7,0,0,1,0,0.5,0.5,1,1
0,61,12,0,5,NA,NA,0,1,0.25,0.5,NA,NA
1,75,9,0,1,1,1,0,0,0.5,1,0,0
1,56,9,0,7,1,1,0,0,0.5,0.5,0,0
0,27,13,0,0,1,1,0,0,0.25,1,0,0
1,19,9,0,5,NA,1,0,0,0.5,0.5,NA,0
1,56,11,0,5,1,0,0,0,0.75,1,0,1
1,73,10,0,6,1,0,0,0,0.75,1,0,1
1,56,15,0,6,1,1,0,0,0.75,1,0,0
1,25,13,0,5,NA,1,0,0,0.5,0.5,NA,0
0,51,10,0,5,1,NA,0,0,1,0.5,0,NA
0,64,14,0,10,1,1,0,0,0.5,1,0,0
0,20,10,0,7,NA,NA,0,0,0.25,0.5,NA,NA
0,56,13,0,7,0,0,0,0,0.75,0.5,1,1
1,34,10,0,8,1,NA,1,0,0.5,1,0,NA
1,38,7,0,4,1,1,1,0,0.75,1,0,0
1,50,13,0,2,1,1,0,0,0.5,0.5,0,0
1,61,8,0,9,1,1,0,0,0.5,1,0,0
1,62,11,0,7,1,0,0,0,1,0.5,0,1
1,30,9,0,5,NA,NA,1,0,0.5,1,NA,NA
0,27,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,48,14,0,3,1,1,0,0,0.5,0.5,0,0
0,66,8,0,5,1,1,1,0,1,1,0,0
0,31,4,1,3,1,1,0,1,0.5,1,0,0
0,33,10,0,7,0,NA,0,1,0.5,1,1,NA
0,48,12,0,8,0,NA,0,0,0.75,1,1,NA
0,62,14,0,7,0,NA,0,0,0.5,0.5,1,NA
0,59,9,0,7,1,NA,0,0,1,0.5,0,NA
1,19,10,0,5,NA,0,0,0,0.5,0.5,NA,1
0,21,10,0,3,NA,1,0,0,0.5,0.5,NA,0
0,64,9,0,7,0,0,0,0,0.75,1,1,1
0,51,9,0,6,NA,NA,0,0,0.5,0,NA,NA
1,23,7,1,3,NA,NA,0,0,0.5,0,NA,NA
0,44,12,0,4,1,1,1,0,0.75,1,0,0
0,72,10,0,2,1,1,1,0,0,0.5,0,0
1,35,15,0,6,NA,NA,0,0,0.5,0.5,NA,NA
1,72,13,0,3,1,1,0,0,0.5,1,0,0
0,47,13,0,9,0,NA,0,0,0.5,0.5,1,NA
1,69,10,0,7,0,0,1,0,1,1,1,1
1,52,12,0,4,1,1,0,0,0.5,1,0,0
0,33,13,0,10,1,0,0,1,1,0.5,0,1
0,NA,13,0,5,NA,NA,0,0,1,0.5,NA,NA
1,35,13,0,7,1,0,1,0,1,1,0,1
0,60,9,0,5,1,1,0,0,1,0.5,0,0
1,43,14,0,NA,0,0,1,0,1,0.5,1,1
0,51,10,0,10,1,1,0,0,0.5,0.5,0,0
0,45,13,0,3,1,1,0,0,0.75,1,0,0
0,55,10,0,5,1,1,0,0,0.5,0.5,0,0
1,24,13,0,4,1,NA,1,0,0.25,0.5,0,NA
0,21,10,0,5,NA,1,0,0,0.5,0.5,NA,0
1,47,13,0,8,NA,0,1,0,0.75,0,NA,1
0,68,13,0,5,1,1,0,0,0.75,1,0,0
1,39,10,0,5,1,NA,0,0,0.5,1,0,NA
0,51,4,0,6,NA,NA,0,0,0.75,0.5,NA,NA
0,71,9,0,6,1,NA,1,0,0.5,1,0,NA
1,58,13,0,5,NA,1,0,1,1,0.5,NA,0
1,37,9,0,8,NA,1,0,0,0.25,0.5,NA,0
1,67,14,0,2,1,1,1,0,0,0.5,0,0
1,50,13,0,3,NA,1,1,0,1,0.5,NA,0
1,NA,13,0,8,0,0,1,0,1,0.5,1,1
0,25,13,0,8,NA,0,1,0,0.75,1,NA,1
0,60,9,0,10,1,NA,0,1,0.25,1,0,NA
0,37,9,1,0,1,1,0,0,0.5,1,0,0
0,28,15,0,1,1,1,0,0,0.25,0.5,0,0
1,58,13,0,6,0,0,0,1,1,1,1,1
1,38,13,0,6,0,0,1,0,1,0.5,1,1
0,68,9,0,2,1,1,0,0,0.5,0.5,0,0
1,84,9,0,5,0,0,1,0,0.75,1,1,1
0,31,11,0,NA,1,1,0,0,0.5,1,0,0
1,62,13,0,5,1,1,0,0,0,1,0,0
1,65,12,0,8,0,NA,1,0,1,0.5,1,NA
1,26,13,0,5,1,NA,0,0,0.5,0.5,0,NA
0,65,10,0,8,0,0,0,0,1,1,1,1
0,67,10,0,0,1,NA,1,0,0.5,1,0,NA
0,54,10,0,6,NA,NA,0,0,0.5,0.5,NA,NA
1,36,14,0,8,0,0,0,0,1,0.5,1,1
0,63,14,0,2,1,1,0,0,0.25,1,0,0
1,50,12,0,6,NA,NA,0,0,0.5,1,NA,NA
0,44,10,0,6,0,NA,0,0,0.75,0,1,NA
0,51,10,0,5,1,0,0,0,1,1,0,1
0,62,10,0,10,0,0,1,0,1,1,1,1
1,NA,10,0,5,0,0,0,0,1,0.5,1,1
0,39,10,0,7,0,0,0,0,0.5,0.5,1,1
0,54,13,0,3,1,1,0,0,0.75,0.5,0,0
1,63,9,0,9,1,1,0,0,0.75,0.5,0,0
1,72,13,0,9,0,0,0,0,0.75,0,1,1
0,30,13,0,3,1,1,0,1,0.5,1,0,0
1,39,6,0,7,NA,0,0,0,0.75,0.5,NA,1
0,44,10,0,5,0,0,0,0,1,1,1,1
0,73,11,0,9,0,0,0,0,0.75,0.5,1,1
0,75,9,0,8,NA,1,0,0,0.5,1,NA,0
1,47,16,0,6,1,0,0,0,0.5,1,0,1
0,42,14,0,3,1,1,0,0,0.5,0.5,0,0
0,53,12,0,8,1,NA,0,0,0.5,1,0,NA
1,67,11,0,10,0,0,0,0,0.5,0.5,1,1
0,69,14,0,2,1,NA,0,0,0.25,1,0,NA
0,59,9,0,10,0,0,0,0,1,1,1,1
0,33,9,0,8,NA,NA,0,0,0.5,1,NA,NA
1,63,15,0,1,1,1,0,0,0.25,1,0,0
1,29,13,0,5,0,0,0,0,1,0.5,1,1
1,67,9,0,6,NA,0,0,0,0.75,1,NA,1
0,27,13,0,7,0,0,0,0,0.75,1,1,1
0,66,9,0,1,1,NA,0,0,0.75,1,0,NA
1,55,14,0,4,1,1,1,0,0.75,1,0,0
1,23,9,1,7,1,1,0,0,0.5,1,0,0
1,57,8,1,8,1,1,1,0,0,1,0,0
1,61,13,0,2,1,NA,0,0,1,1,0,NA
0,50,12,0,4,1,0,1,0,0.5,0.5,0,1
0,68,13,0,3,1,1,0,0,0.5,0.5,0,0
1,46,15,0,5,0,NA,0,0,1,0.5,1,NA
0,39,11,0,6,NA,NA,0,0,0.25,0.5,NA,NA
1,66,10,0,8,0,0,0,0,0.5,0.5,1,1
1,65,14,0,2,1,1,0,0,0,1,0,0
1,38,12,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,61,15,1,2,1,1,0,0,0.5,1,0,0
0,44,12,0,6,NA,NA,0,0,0.5,1,NA,NA
0,62,10,0,10,1,0,0,0,1,1,0,1
0,49,10,0,5,1,NA,0,0,0.5,0.5,0,NA
0,27,13,0,3,1,NA,1,0,0.5,1,0,NA
1,65,11,0,8,0,0,0,0,0.75,0.5,1,1
0,35,14,0,1,1,1,0,0,0.25,1,0,0
0,51,10,0,NA,0,0,1,0,1,1,1,1
1,56,14,0,2,1,1,1,0,0.5,1,0,0
0,44,9,0,4,NA,NA,0,0,0.75,1,NA,NA
0,53,12,0,4,1,1,0,0,0.5,1,0,0
0,37,10,0,7,NA,NA,0,0,0.5,1,NA,NA
0,68,13,0,4,1,1,0,0,0.5,1,0,0
0,61,9,0,5,NA,1,0,1,0.75,1,NA,0
1,68,13,0,4,1,1,0,0,0.5,1,0,0
1,82,14,0,8,0,0,0,0,0.5,0.5,1,1
1,69,13,0,3,1,NA,0,0,0.25,1,0,NA
0,60,13,0,4,1,1,0,0,0.5,0.5,0,0
0,30,10,0,8,1,1,0,0,1,1,0,0
1,67,10,0,5,1,1,0,0,0.75,1,0,0
1,33,10,0,5,1,0,0,0,0.75,1,0,1
0,43,12,0,5,0,NA,0,0,1,0.5,1,NA
0,61,10,0,8,0,0,0,0,0.25,1,1,1
0,25,13,0,1,1,1,0,0,0.5,1,0,0
1,56,11,1,9,1,NA,1,0,0.25,1,0,NA
1,53,10,0,10,1,1,0,0,0.75,1,0,0
1,69,10,0,9,0,0,0,1,1,0.5,1,1
1,47,9,0,7,NA,0,0,0,0.75,0.5,NA,1
0,36,13,0,2,1,NA,0,0,0.75,0.5,0,NA
0,81,11,0,5,0,0,0,0,1,0.5,1,1
1,53,11,0,9,NA,NA,0,1,0.75,0,NA,NA
1,68,10,0,8,0,0,1,0,1,1,1,1
1,18,9,0,7,NA,NA,0,0,0.25,1,NA,NA
1,76,9,0,5,1,1,0,0,0.75,1,0,0
0,68,13,0,2,1,1,0,0,0.25,1,0,0
1,45,10,0,4,NA,NA,0,0,0.75,0.5,NA,NA
1,31,14,0,5,1,NA,1,0,0.75,0.5,0,NA
0,25,13,0,4,1,1,0,0,0.5,0.5,0,0
0,32,10,0,5,NA,0,0,0,1,0.5,NA,1
1,54,11,0,1,1,1,0,0,0.25,1,0,0
0,20,9,0,0,NA,NA,0,0,0,1,NA,NA
1,65,13,0,8,0,0,0,0,1,0.5,1,1
0,60,11,0,8,NA,1,0,0,0.5,1,NA,0
0,63,10,0,5,1,1,0,0,0.25,0.5,0,0
0,28,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,42,14,0,4,1,1,0,0,0.5,1,0,0
0,60,9,0,7,0,NA,0,0,0.5,1,1,NA
0,57,13,0,5,1,NA,0,0,1,1,0,NA
0,76,13,0,7,0,0,1,0,0.5,0.5,1,1
0,62,10,0,10,0,0,0,0,1,1,1,1
0,31,13,0,10,NA,0,0,0,0.5,0.5,NA,1
1,18,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,34,14,0,7,1,1,0,0,0.75,0.5,0,0
1,39,13,0,5,NA,NA,1,0,0.5,0.5,NA,NA
1,54,10,0,3,1,1,0,0,0.5,1,0,0
1,63,10,0,4,1,1,1,0,0.75,1,0,0
0,35,10,0,NA,NA,NA,1,0,0.5,0.5,NA,NA
1,32,13,0,8,0,0,0,0,0.75,0,1,1
1,30,10,1,2,NA,NA,0,1,1,0,NA,NA
0,30,13,0,5,0,NA,0,0,0.5,1,1,NA
1,31,9,0,5,0,NA,0,0,1,1,1,NA
0,26,9,0,4,1,1,0,0,0.5,1,0,0
0,42,9,0,5,NA,1,1,0,0.5,1,NA,0
1,68,13,0,5,1,1,1,0,0.75,0.5,0,0
0,65,14,0,1,1,1,0,0,0.25,1,0,0
1,22,10,0,10,0,NA,0,0,0.25,1,1,NA
0,36,11,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,28,14,0,NA,1,1,0,0,0.75,1,0,0
0,58,13,0,6,1,0,0,0,0.75,0.5,0,1
1,60,13,0,6,0,0,0,0,1,0.5,1,1
0,35,13,0,3,1,1,1,0,0.5,1,0,0
0,47,10,0,10,1,1,0,0,0.5,1,0,0
0,39,11,0,3,1,1,0,0,0.5,1,0,0
0,53,10,0,7,1,1,0,0,0.75,1,0,0
0,53,10,0,5,NA,NA,0,0,0.5,1,NA,NA
0,46,10,0,7,0,0,0,0,1,0.5,1,1
1,30,10,0,2,0,NA,0,0,0.25,1,1,NA
0,42,9,0,9,1,NA,0,0,0.5,1,0,NA
0,53,14,0,3,1,NA,1,0,0.5,0.5,0,NA
1,31,13,0,3,1,1,0,0,0.25,0.5,0,0
0,NA,14,0,5,NA,1,0,0,0.5,0.5,NA,0
0,60,12,0,6,0,0,0,0,1,0.5,1,1
1,41,10,0,8,NA,NA,0,0,0.5,0,NA,NA
1,23,10,0,8,NA,0,0,0,0.75,0.5,NA,1
1,38,14,0,6,0,NA,0,0,0.75,0,1,NA
0,39,13,0,5,1,1,0,0,0.5,0.5,0,0
1,35,10,0,6,NA,NA,0,0,0.5,0.5,NA,NA
1,20,12,0,6,NA,0,1,0,1,0,NA,1
1,51,5,0,5,NA,1,0,0,0.5,1,NA,0
0,71,12,0,6,1,0,0,0,1,1,0,1
1,25,16,0,6,1,NA,0,0,0.5,1,0,NA
0,70,14,0,1,1,1,0,0,0.5,1,0,0
0,38,13,0,1,1,1,0,0,0.5,0.5,0,0
0,28,12,0,5,NA,NA,0,0,0.5,1,NA,NA
1,32,14,0,6,0,NA,0,0,0.25,0.5,1,NA
1,33,13,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,58,9,0,6,NA,0,0,0,0,1,NA,1
0,79,9,0,NA,1,1,0,0,0.5,1,0,0
0,40,14,0,6,NA,1,0,0,0.5,1,NA,0
1,66,14,0,7,0,0,0,0,0.5,0,1,1
0,69,14,0,0,NA,1,0,0,0.25,1,NA,0
0,46,13,0,5,1,1,0,0,0.5,0.5,0,0
1,38,11,0,10,0,0,0,0,0,1,1,1
1,50,10,0,5,NA,NA,1,0,0.25,1,NA,NA
1,32,9,1,5,NA,NA,0,0,0.5,1,NA,NA
1,68,14,0,4,1,1,0,0,0.25,1,0,0
0,22,9,0,2,NA,NA,0,0,0.25,1,NA,NA
1,56,8,1,5,0,NA,0,0,0.5,0.5,1,NA
1,55,13,0,7,0,0,0,0,0.75,1,1,1
1,64,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,54,9,0,5,0,NA,0,0,0.75,0.5,1,NA
0,36,14,0,6,0,NA,0,0,0.5,0.5,1,NA
0,20,13,0,10,NA,1,0,0,0.5,1,NA,0
1,69,15,0,7,NA,NA,1,0,0.75,0.5,NA,NA
1,27,15,0,4,NA,NA,0,0,0.5,0.5,NA,NA
0,86,9,0,4,0,0,0,1,0.75,1,1,1
0,57,9,0,9,1,1,1,0,0.75,1,0,0
0,30,12,0,5,1,NA,0,0,1,1,0,NA
0,40,10,0,6,NA,NA,0,0,0.5,1,NA,NA
1,36,11,0,3,1,1,0,0,0.5,0.5,0,0
1,44,14,0,4,1,1,1,0,0.25,0.5,0,0
0,55,5,0,5,1,1,0,0,0.75,0.5,0,0
0,33,13,0,3,1,NA,0,0,0.25,1,0,NA
0,58,10,0,5,1,1,0,0,0.5,1,0,0
1,31,9,0,5,1,NA,0,0,0.5,0.5,0,NA
1,56,10,0,5,0,0,0,0,1,0.5,1,1
0,57,10,0,5,1,0,0,0,0.75,0,0,1
1,28,13,0,5,NA,1,0,0,0.25,0.5,NA,0
0,37,12,0,0,1,1,0,0,0.5,1,0,0
1,45,13,0,6,0,0,1,0,0.5,0.5,1,1
0,43,12,0,10,0,0,0,0,1,0,1,1
0,37,15,0,2,1,1,0,0,0.25,1,0,0
0,66,14,0,4,1,1,0,0,0.5,1,0,0
0,76,13,0,7,0,NA,0,0,0.75,0.5,1,NA
0,75,9,0,4,1,1,1,0,0.5,0.5,0,0
1,33,11,1,3,NA,NA,0,0,0.25,1,NA,NA
1,72,9,0,7,1,0,0,1,1,1,0,1
0,26,13,0,9,1,1,1,0,0.5,1,0,0
1,72,13,0,5,1,NA,1,0,0.5,1,0,NA
0,38,15,0,5,NA,NA,1,0,1,1,NA,NA
0,35,10,0,5,NA,NA,0,0,0.75,1,NA,NA
0,67,7,0,7,NA,NA,0,0,1,1,NA,NA
1,63,13,0,9,0,0,0,0,1,1,1,1
0,78,10,0,9,0,0,0,0,1,1,1,1
1,24,10,0,8,NA,NA,0,0,1,0.5,NA,NA
1,66,13,0,1,1,1,1,0,0.5,0.5,0,0
0,57,9,0,9,0,NA,0,0,0.5,1,1,NA
1,52,9,0,5,1,1,1,0,0.25,1,0,0
0,45,7,0,5,1,1,0,0,0,1,0,0
0,39,13,1,5,1,1,0,0,0.75,1,0,0
1,35,10,0,7,NA,0,0,0,1,0.5,NA,1
0,46,7,0,8,1,NA,0,0,0.75,0.5,0,NA
0,72,11,0,5,0,0,0,0,1,1,1,1
1,29,12,0,8,NA,NA,1,0,1,1,NA,NA
0,62,9,0,9,0,0,0,0,0.5,1,1,1
0,78,10,0,5,0,0,0,0,0.75,0.5,1,1
1,26,10,0,4,NA,NA,0,0,0.5,1,NA,NA
1,33,13,0,2,1,1,0,0,0,0.5,0,0
1,52,9,0,5,NA,NA,0,0,1,0.5,NA,NA
0,69,11,0,9,1,0,0,1,1,1,0,1
1,39,9,0,3,1,1,0,0,1,0,0,0
0,50,9,0,NA,0,0,0,0,0.75,1,1,1
0,59,13,0,7,0,0,1,0,0.75,1,1,1
0,34,13,1,2,NA,NA,0,0,0.5,1,NA,NA
1,35,12,0,6,0,0,0,0,1,1,1,1
1,25,9,0,6,NA,NA,0,0,0,1,NA,NA
0,58,13,0,7,0,NA,1,0,0.5,0.5,1,NA
0,22,13,0,0,1,1,0,0,0,1,0,0
0,29,11,0,10,1,1,0,0,0.5,1,0,0
