male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,right2012,right2016
0,38,12,0,5,1,NA,0,0,1,1,0,NA
0,65,10,0,NA,1,1,0,0,0.5,0,0,0
0,90,9,0,6,1,0,1,0,0.75,1,0,1
1,24,13,0,7,0,NA,0,0,0.5,0,1,NA
0,66,13,0,3,1,1,0,0,0.25,1,0,0
0,45,14,0,3,1,1,0,0,0.5,1,0,0
1,NA,9,0,9,0,0,0,0,1,1,1,1
0,77,9,0,7,0,0,1,0,0.75,0.5,1,1
1,50,13,0,5,NA,NA,1,0,0,1,NA,NA
1,72,12,0,9,0,NA,0,0,1,0.5,1,NA
0,28,7,0,5,NA,NA,0,0,0.25,0.5,NA,NA
0,49,11,0,5,1,1,0,0,0.5,0.5,0,0
1,70,9,0,10,NA,NA,0,0,1,1,NA,NA
0,33,10,0,5,1,1,0,0,0.5,1,0,0
0,24,13,1,0,NA,1,1,0,0.25,0.5,NA,0
0,49,10,1,5,NA,NA,0,0,0.75,1,NA,NA
0,26,10,1,5,NA,NA,0,0,1,0.5,NA,NA
1,37,13,0,3,1,1,0,0,0.5,0.5,0,0
1,50,9,0,5,1,0,0,0,1,0.5,0,1
0,90,14,0,5,NA,NA,0,0,0.5,1,NA,NA
1,76,3,0,5,1,1,0,0,0,1,0,0
0,26,14,0,5,1,1,1,0,0.25,1,0,0
1,71,9,0,3,1,1,0,0,0.5,1,0,0
0,37,14,0,3,1,1,0,0,0.25,0.5,0,0
1,27,9,0,7,NA,NA,0,0,0.5,0.5,NA,NA
0,54,10,0,10,0,0,0,1,0.5,0.5,1,1
1,58,11,0,4,NA,1,0,0,0.5,0.5,NA,0
0,40,13,0,5,NA,0,1,0,0.75,1,NA,1
0,43,12,0,7,NA,0,0,0,0.75,0.5,NA,1
0,72,10,0,8,0,0,0,0,1,1,1,1
0,42,14,0,5,0,0,0,0,0.5,0.5,1,1
1,45,11,0,5,1,0,0,0,0.5,1,0,1
1,68,13,0,9,0,0,0,0,0.5,0.5,1,1
0,20,10,0,5,NA,NA,0,0,0.75,1,NA,NA
0,48,10,0,7,0,0,0,0,1,1,1,1
0,40,10,0,10,0,0,0,0,1,1,1,1
1,64,12,0,9,0,0,0,0,0.5,0,1,1
0,47,8,0,10,1,NA,1,0,0,1,0,NA
0,66,14,0,5,1,1,1,0,0.5,0.5,0,0
1,60,13,0,7,0,0,0,0,0.5,0.5,1,1
0,28,11,1,5,0,NA,0,0,1,1,1,NA
0,30,13,0,4,1,1,1,0,0.5,0.5,0,0
1,56,10,0,7,0,0,1,0,0.75,0.5,1,1
0,43,15,0,7,0,1,0,0,0.75,0.5,1,0
1,66,9,0,5,1,1,0,0,0.75,1,0,0
0,79,10,0,5,1,1,1,0,0.5,1,0,0
0,29,8,0,5,NA,NA,0,1,0.75,1,NA,NA
0,80,10,0,5,0,1,0,0,0.5,0.5,1,0
1,81,16,0,4,1,1,0,0,0.5,0.5,0,0
1,90,13,0,7,0,0,0,0,0.5,0.5,1,1
0,64,5,1,NA,NA,NA,0,0,0.75,0.5,NA,NA
1,59,7,0,1,1,1,0,0,1,1,0,0
1,88,14,0,1,1,1,0,0,0.5,1,0,0
0,25,13,0,1,NA,NA,0,0,0.5,1,NA,NA
1,42,10,0,5,1,1,0,0,0.5,0.5,0,0
1,53,11,0,9,1,0,0,0,0.5,0.5,0,1
1,67,12,0,2,1,NA,0,0,0.25,0.5,0,NA
1,67,10,0,5,NA,1,0,0,0.5,1,NA,0
0,70,14,0,1,1,1,0,0,0.5,1,0,0
0,20,10,0,2,NA,1,0,0,0,1,NA,0
0,26,10,0,2,NA,NA,0,0,0.75,1,NA,NA
1,60,13,0,7,1,0,0,1,1,1,0,1
1,43,9,0,6,1,1,0,0,0.75,0.5,0,0
1,32,12,0,6,NA,0,0,0,0.5,1,NA,1
1,26,13,0,5,1,1,0,0,0.25,0,0,0
1,61,13,0,9,0,0,1,0,1,0.5,1,1
0,65,7,0,8,NA,NA,1,0,0.75,1,NA,NA
1,46,13,0,8,0,0,0,0,1,0.5,1,1
0,40,11,0,5,NA,1,1,0,0.75,0.5,NA,0
0,63,10,0,8,1,NA,1,0,1,1,0,NA
0,35,11,0,7,1,1,0,0,0.75,0.5,0,0
0,NA,NA,0,6,1,1,1,0,0.5,1,0,0
0,19,6,0,5,NA,NA,0,0,0,0.5,NA,NA
1,47,10,0,1,1,1,1,0,0.5,1,0,0
1,51,14,0,8,NA,1,0,0,0.5,0.5,NA,0
0,25,13,0,8,NA,NA,0,0,0.5,0.5,NA,NA
0,46,15,0,2,1,NA,0,0,0.25,0.5,0,NA
1,19,10,0,0,NA,NA,0,0,0.5,1,NA,NA
1,58,12,0,3,1,NA,0,0,0.5,0.5,0,NA
0,27,10,0,6,NA,0,0,0,0.5,0.5,NA,1
1,63,13,0,5,0,0,0,0,1,1,1,1
1,29,13,0,1,NA,1,0,0,0,0.5,NA,0
1,31,12,0,5,1,1,0,0,0.75,1,0,0
1,60,10,0,5,1,1,1,0,0.5,1,0,0
1,34,9,0,6,NA,0,0,1,1,0.5,NA,1
0,61,11,0,8,NA,0,0,0,1,1,NA,1
1,80,9,0,8,0,0,0,0,1,0.5,1,1
0,22,10,0,5,1,0,0,0,0.5,1,0,1
0,75,13,0,10,0,0,1,0,0.5,1,1,1
1,52,10,1,5,1,1,0,0,0.75,1,0,0
1,22,9,0,9,1,1,0,0,1,1,0,0
0,64,9,0,NA,NA,NA,0,0,0.5,0.5,NA,NA
0,39,15,0,5,0,NA,1,0,1,0.5,1,NA
0,45,10,0,5,1,NA,0,0,0.75,0.5,0,NA
0,58,14,0,2,1,1,0,0,0.5,1,0,0
0,57,12,0,8,0,0,0,0,1,1,1,1
1,26,5,0,0,1,NA,0,0,0.25,1,0,NA
0,35,16,0,4,1,1,0,0,0.5,0.5,0,0
1,44,14,0,7,1,NA,0,0,0.5,1,0,NA
0,49,14,0,9,NA,0,0,0,0.5,1,NA,1
1,38,7,0,8,1,0,1,0,1,0.5,0,1
1,63,13,0,8,1,1,0,0,0.5,1,0,0
1,46,13,0,6,1,NA,0,0,1,0.5,0,NA
1,57,10,0,10,1,0,0,0,1,1,0,1
0,26,10,0,3,1,1,0,0,0.5,0.5,0,0
0,70,13,0,4,1,1,0,0,0.5,1,0,0
0,33,11,1,4,0,NA,0,0,1,1,1,NA
0,24,8,0,6,1,NA,0,0,0.75,1,0,NA
1,24,13,0,3,NA,1,0,0,0.25,1,NA,0
1,33,NA,0,0,1,1,0,0,0,1,0,0
1,81,14,0,6,0,0,1,0,0.75,1,1,1
0,21,15,0,5,NA,NA,0,0,0.5,1,NA,NA
1,33,9,0,2,1,1,1,0,0.5,0,0,0
1,41,10,1,5,NA,0,0,0,1,1,NA,1
0,47,11,0,2,1,1,0,0,0.5,1,0,0
1,73,16,0,2,1,1,0,0,0.5,1,0,0
1,28,14,0,7,1,1,1,0,0.25,0.5,0,0
1,73,4,0,10,0,0,0,0,1,1,1,1
1,29,16,0,5,NA,1,0,0,1,1,NA,0
1,29,13,0,7,0,0,1,0,1,1,1,1
0,72,13,0,2,1,1,0,0,0.5,0.5,0,0
1,74,13,0,8,0,0,0,0,1,1,1,1
0,22,12,0,8,NA,NA,0,0,1,0,NA,NA
1,58,14,0,2,1,1,0,0,0.25,1,0,0
0,59,13,0,8,1,0,0,0,1,1,0,1
0,39,11,0,4,NA,NA,0,0,1,0,NA,NA
1,47,13,0,8,0,0,0,0,0.5,1,1,1
0,56,10,0,5,1,1,0,0,1,1,0,0
0,31,13,0,8,0,0,0,0,0,1,1,1
0,24,9,0,4,1,0,0,0,0.25,1,0,1
0,69,14,0,2,1,1,1,0,0.5,0.5,0,0
0,57,12,0,5,0,1,1,0,0.25,0.5,1,0
1,72,14,0,5,0,0,0,0,1,0.5,1,1
1,29,12,0,9,0,0,0,0,0.5,0.5,1,1
0,NA,14,0,10,0,0,0,1,1,0,1,1
0,77,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,39,14,0,2,1,1,0,0,0.5,1,0,0
0,59,12,0,5,1,NA,1,0,1,1,0,NA
0,72,10,0,3,1,1,0,0,0.5,1,0,0
0,35,6,0,7,1,1,1,0,0.75,0.5,0,0
1,64,9,0,6,0,0,1,0,0.75,0.5,1,1
0,60,11,0,2,1,1,0,0,0.5,1,0,0
0,24,10,0,8,NA,NA,0,1,0.5,0.5,NA,NA
0,58,NA,0,0,1,1,0,0,0.5,1,0,0
0,35,13,0,4,1,1,0,0,0.25,1,0,0
1,68,8,0,4,NA,1,1,0,0.5,0.5,NA,0
0,32,13,0,0,NA,1,0,0,0.25,1,NA,0
1,34,14,0,1,1,1,0,0,0.5,1,0,0
1,65,10,0,5,NA,NA,1,0,0.5,0.5,NA,NA
0,35,13,0,6,0,0,0,0,0.75,0.5,1,1
1,41,9,0,7,0,0,1,0,1,1,1,1
0,NA,10,0,5,0,0,0,0,0.5,1,1,1
0,41,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,57,10,0,2,1,1,0,0,0.25,1,0,0
0,37,5,0,5,NA,NA,0,0,0.75,1,NA,NA
1,46,13,0,5,NA,NA,0,0,0,0,NA,NA
0,60,14,0,3,1,1,0,0,0,1,0,0
1,51,10,0,5,0,0,0,1,1,0.5,1,1
0,61,10,0,8,0,0,0,0,0.5,1,1,1
1,65,10,0,5,0,1,0,0,0.25,1,1,0
1,66,13,0,4,1,0,0,0,0.5,1,0,1
1,51,10,0,8,0,0,0,0,0.75,0.5,1,1
1,50,9,0,8,NA,NA,0,1,1,1,NA,NA
0,40,14,0,3,1,1,1,0,0,0.5,0,0
0,40,NA,0,2,1,1,0,0,1,1,0,0
0,24,9,0,4,NA,NA,0,0,0.75,0.5,NA,NA
0,43,10,0,9,NA,NA,1,0,1,0,NA,NA
0,70,13,0,7,1,1,0,0,0.5,1,0,0
0,73,10,0,7,0,0,1,0,1,1,1,1
0,58,NA,0,NA,1,1,1,0,0,1,0,0
1,55,10,0,8,1,1,0,0,0.75,1,0,0
0,32,10,0,5,0,0,0,0,0.5,1,1,1
1,55,10,0,8,0,0,0,1,1,0.5,1,1
1,24,10,0,5,NA,0,0,0,1,0.5,NA,1
1,69,10,0,7,NA,0,0,1,1,0.5,NA,1
0,45,12,0,5,0,0,0,0,0.5,1,1,1
0,53,16,1,2,1,1,0,0,0.5,1,0,0
1,55,13,0,5,0,1,1,0,0.75,0.5,1,0
0,58,10,0,7,NA,NA,0,1,1,0.5,NA,NA
1,32,9,0,10,NA,NA,0,0,1,1,NA,NA
1,74,9,0,NA,NA,NA,0,0,0.75,0.5,NA,NA
1,70,10,0,9,0,0,0,0,1,1,1,1
0,54,13,0,5,1,1,0,0,0.75,1,0,0
0,46,9,0,6,NA,NA,0,0,0.25,1,NA,NA
0,54,13,0,8,NA,NA,0,0,0.5,1,NA,NA
0,47,9,0,10,1,1,0,0,1,0.5,0,0
0,57,12,0,5,1,NA,0,0,0.5,0.5,0,NA
0,51,14,0,6,0,0,0,0,1,1,1,1
0,NA,13,0,3,1,1,0,0,0.75,0.5,0,0
1,NA,14,0,8,0,0,0,1,1,1,1,1
0,79,4,0,7,0,0,0,0,1,1,1,1
1,47,13,0,7,0,0,0,1,1,1,1,1
0,22,10,0,4,1,NA,0,0,0.25,1,0,NA
0,32,13,0,3,1,1,0,0,0.5,0.5,0,0
0,37,12,0,1,1,1,0,0,1,1,0,0
1,38,13,0,3,1,1,0,0,0.5,1,0,0
0,42,5,0,10,NA,NA,0,0,0.5,1,NA,NA
0,32,12,0,3,1,1,0,0,0.5,1,0,0
1,53,10,0,5,1,1,0,0,0.5,0.5,0,0
0,43,10,0,2,1,NA,0,0,0.25,1,0,NA
1,67,10,0,8,0,0,0,1,1,0.5,1,1
1,19,9,0,7,NA,NA,1,0,1,0.5,NA,NA
0,28,14,0,2,1,1,0,0,0.5,0.5,0,0
1,43,13,0,5,1,1,0,0,0.5,1,0,0
1,28,12,0,5,NA,0,0,0,0.5,0.5,NA,1
1,46,8,0,8,NA,NA,1,0,0.25,1,NA,NA
1,31,14,0,7,NA,NA,1,0,0.5,0.5,NA,NA
0,21,12,0,6,NA,1,0,0,1,0,NA,0
0,59,14,0,2,1,1,0,0,0.5,0,0,0
0,49,12,0,5,0,0,0,1,1,1,1,1
1,47,10,0,10,1,1,0,0,0,1,0,0
1,37,10,0,5,1,NA,0,0,1,1,0,NA
0,40,9,0,5,NA,NA,0,0,1,1,NA,NA
0,21,12,0,5,NA,NA,0,0,1,0.5,NA,NA
1,45,10,0,5,NA,NA,0,0,0.5,1,NA,NA
0,85,9,0,7,0,0,1,0,0.5,1,1,1
0,32,10,0,5,1,NA,0,0,1,1,0,NA
0,51,14,0,6,0,0,0,0,0.75,1,1,1
0,33,12,0,5,1,1,0,0,0.75,0.5,0,0
1,32,10,0,3,1,1,0,0,1,0.5,0,0
1,68,10,0,7,1,1,0,0,0.5,1,0,0
1,43,13,0,2,0,1,0,0,0.75,1,1,0
1,31,14,0,3,NA,1,0,0,0.5,1,NA,0
0,80,10,0,8,0,0,1,0,0.5,1,1,1
0,27,9,0,5,0,NA,0,0,0.5,1,1,NA
1,44,12,0,5,NA,0,0,0,0.5,1,NA,1
1,32,10,0,6,NA,NA,0,0,1,1,NA,NA
1,39,11,0,8,0,0,0,0,1,1,1,1
1,56,8,0,7,0,0,0,1,0.75,1,1,1
0,23,10,0,5,NA,0,1,0,0.75,1,NA,1
0,59,9,0,7,NA,0,1,0,1,1,NA,1
0,25,9,0,5,NA,0,0,0,1,0.5,NA,1
1,54,9,0,2,1,1,0,0,0.5,1,0,0
0,40,10,0,5,NA,NA,1,0,0.75,1,NA,NA
0,70,10,0,9,0,0,0,0,1,0.5,1,1
1,45,12,0,8,0,0,0,0,1,1,1,1
0,59,10,0,9,0,0,0,0,0.5,1,1,1
1,78,14,0,7,0,0,0,0,1,0,1,1
0,30,15,0,10,1,1,0,0,0.5,0.5,0,0
1,31,10,0,5,NA,0,1,0,0.25,1,NA,1
1,64,11,0,1,1,NA,0,0,1,1,0,NA
1,58,11,0,9,1,0,0,1,1,0,0,1
0,52,14,0,5,1,NA,0,0,0.5,0.5,0,NA
1,61,9,1,8,0,0,0,0,0.25,0.5,1,1
0,51,10,0,5,NA,1,0,0,1,1,NA,0
0,22,10,0,5,1,1,0,0,0.75,0.5,0,0
0,70,13,0,5,1,NA,0,0,1,0.5,0,NA
1,27,9,0,7,0,0,1,0,1,1,1,1
1,64,13,0,7,1,1,0,0,0.75,0.5,0,0
0,21,9,0,9,NA,1,0,0,0.25,0.5,NA,0
0,59,10,1,5,1,1,0,0,0.5,1,0,0
0,42,10,0,6,0,0,0,0,1,1,1,1
1,72,9,0,5,0,0,0,0,1,1,1,1
1,37,12,0,7,1,NA,0,0,0.75,0.5,0,NA
1,41,9,0,8,1,1,1,0,0,0,0,0
0,24,12,0,5,1,NA,0,0,0.5,1,0,NA
0,54,9,0,5,0,0,0,0,0.75,1,1,1
1,77,13,0,10,0,0,0,0,0.5,0.5,1,1
1,67,13,0,7,0,0,0,0,0.75,0.5,1,1
0,NA,13,0,8,0,0,1,0,1,1,1,1
1,18,9,0,6,NA,NA,0,0,0.25,0.5,NA,NA
0,54,14,0,5,1,1,0,0,0.5,1,0,0
1,39,9,0,3,NA,1,0,0,0.25,1,NA,0
1,20,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,41,9,0,5,1,1,0,0,0.5,1,0,0
0,60,10,0,NA,NA,0,0,0,0.75,1,NA,1
0,59,13,0,8,NA,NA,0,0,0.5,1,NA,NA
1,58,6,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,60,9,0,7,0,0,0,0,1,1,1,1
0,48,9,0,6,NA,NA,0,0,0.75,1,NA,NA
0,33,13,0,9,0,0,0,0,0.5,0.5,1,1
1,64,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,56,9,0,8,1,1,0,0,0.5,1,0,0
0,46,13,0,9,1,NA,1,0,1,1,0,NA
0,67,10,0,9,0,0,0,0,1,0.5,1,1
0,33,10,0,5,NA,NA,0,0,0.75,0.5,NA,NA
1,22,9,0,5,NA,0,0,0,1,0.5,NA,1
0,30,13,1,7,0,0,0,0,0.5,0.5,1,1
1,68,9,0,5,NA,1,0,1,0.25,0.5,NA,0
0,41,15,0,3,1,1,1,0,0.5,1,0,0
0,75,11,0,9,0,NA,0,1,1,0,1,NA
0,39,13,0,5,0,0,0,0,1,0.5,1,1
1,39,14,1,0,1,1,1,0,0.5,1,0,0
0,64,14,0,9,0,0,1,0,1,1,1,1
0,36,11,0,5,1,1,0,0,0.75,1,0,0
0,67,14,0,1,1,1,0,0,0.25,1,0,0
1,61,13,1,1,0,0,1,0,0,1,1,1
0,54,11,0,6,0,0,0,0,0.75,0.5,1,1
1,69,13,0,7,0,0,0,0,0.75,0.5,1,1
1,53,10,0,5,0,0,0,0,0.5,1,1,1
1,21,9,0,NA,NA,NA,0,0,0.75,0.5,NA,NA
1,75,9,0,10,0,0,0,1,1,0.5,1,1
0,59,13,0,6,1,1,0,0,0.5,1,0,0
0,68,8,0,5,0,NA,0,0,0.5,0.5,1,NA
1,31,13,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,52,9,0,5,NA,NA,1,0,0.5,1,NA,NA
0,35,16,0,2,1,1,0,0,0.5,1,0,0
1,47,9,1,5,NA,NA,0,0,1,1,NA,NA
0,NA,12,0,4,NA,NA,0,0,0.5,0.5,NA,NA
1,24,6,0,10,1,NA,0,0,0.75,1,0,NA
0,71,9,0,10,0,0,0,0,1,1,1,1
1,72,12,0,8,0,0,0,0,0.75,0.5,1,1
1,31,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,49,10,0,5,NA,NA,1,0,0.5,1,NA,NA
0,NA,13,1,5,1,1,0,0,0.25,1,0,0
1,69,13,0,5,1,1,1,0,0.25,1,0,0
0,39,12,0,NA,1,1,0,0,0.5,1,0,0
0,59,14,0,10,0,NA,0,0,0.5,0.5,1,NA
1,52,13,0,3,1,1,1,0,0.75,0.5,0,0
0,61,13,0,1,1,1,1,0,0.5,1,0,0
0,74,14,0,4,1,1,0,0,0.5,0.5,0,0
0,67,13,0,8,0,0,0,0,0.75,1,1,1
0,22,12,0,3,NA,NA,0,0,0,0.5,NA,NA
1,64,16,0,5,NA,1,0,0,0.5,0.5,NA,0
0,69,10,0,5,NA,1,0,0,1,1,NA,0
0,53,10,0,10,1,1,0,0,1,1,0,0
1,20,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,74,13,0,5,0,0,0,0,0.5,0.5,1,1
0,65,NA,0,10,0,0,0,0,1,0.5,1,1
0,29,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,47,14,0,5,1,1,0,0,0.5,1,0,0
1,72,13,0,6,0,NA,0,0,0.5,0.5,1,NA
0,34,14,0,5,1,1,0,0,1,1,0,0
1,44,9,0,9,0,0,0,0,0.75,0.5,1,1
0,37,13,0,5,1,1,0,0,0.75,1,0,0
0,67,NA,0,9,0,0,0,0,0.75,0.5,1,1
0,49,14,0,3,1,1,0,0,0,0.5,0,0
1,NA,13,0,8,0,0,0,0,1,1,1,1
1,48,13,1,9,0,0,1,0,1,1,1,1
1,67,10,1,8,NA,NA,1,0,1,0.5,NA,NA
1,55,10,0,8,NA,0,0,0,0.5,1,NA,1
1,35,5,0,9,0,0,0,0,0.75,0.5,1,1
0,28,11,0,5,NA,NA,0,0,1,0,NA,NA
0,61,9,0,0,1,1,0,0,1,1,0,0
1,43,10,0,2,1,1,1,0,0.5,1,0,0
1,44,9,1,8,NA,NA,0,0,0.25,1,NA,NA
0,23,8,0,8,1,0,0,0,0.75,0,0,1
1,58,10,0,6,0,0,1,0,0.5,1,1,1
0,48,13,0,5,0,NA,1,0,0.5,0.5,1,NA
0,59,11,0,10,1,1,1,0,0.75,0.5,0,0
0,65,10,0,7,0,0,1,0,1,1,1,1
1,82,13,0,7,1,1,0,0,0.5,1,0,0
0,46,12,0,10,0,NA,0,0,0,1,1,NA
0,36,13,0,8,0,0,0,0,0,1,1,1
0,38,14,0,2,1,1,0,0,0.5,0.5,0,0
1,32,13,0,5,NA,1,0,0,0.5,0.5,NA,0
0,NA,14,0,5,NA,NA,1,0,0.25,0.5,NA,NA
1,54,9,0,8,NA,0,0,0,0.75,1,NA,1
0,76,NA,0,8,NA,0,0,0,0.75,1,NA,1
1,34,10,0,7,0,0,1,0,1,1,1,1
0,42,13,0,8,1,1,0,0,0,1,0,0
0,52,9,0,5,1,0,0,0,1,1,0,1
1,21,10,0,3,NA,1,0,0,0.25,0.5,NA,0
0,37,13,0,9,1,1,0,0,0.75,0.5,0,0
1,82,6,0,7,1,0,0,0,1,1,0,1
1,27,9,0,5,NA,NA,0,0,1,0.5,NA,NA
0,39,12,0,5,1,1,0,0,0.75,1,0,0
